,race_id,driver_id,constructor_id,grid_position,final_position,race_points_scored,race_laps_completed,status_id,year,round,circuit_id,driver_nationality,constructor_nationality,driver_season_points,driver_season_position,driver_season_wins,constructor_season_points,constructor_season_position,constructor_season_wins,q1_time,q2_time,q3_time
13,18,14,9,8,,0.0,25,4,2008,1,1,British,Austrian,,,,,,,1:26.381,1:26.063,1:29.041
14,18,15,7,6,,0.0,19,10,2008,1,1,Italian,Japanese,,,,,,,1:26.427,1:26.101,1:28.527
15,18,16,10,22,,0.0,8,9,2008,1,1,German,Indian,,,,,,,1:27.859,,
16,18,17,9,14,,0.0,0,4,2008,1,1,Australian,Austrian,,,,,,,1:26.914,,
17,18,18,11,12,,0.0,0,4,2008,1,1,British,Japanese,,,,,,,1:26.712,1:26.259,
18,18,19,8,21,,0.0,0,4,2008,1,1,British,Japanese,,,,,,,1:29.059,,
19,18,20,5,9,,0.0,0,4,2008,1,1,German,Italian,,,,2.0,5.0,0.0,1:26.702,1:25.842,
20,18,21,10,16,,0.0,0,4,2008,1,1,Italian,Indian,,,,,,,1:27.207,,
21,18,22,11,10,,0.0,58,2,2008,1,1,Brazilian,Japanese,,,,,,,1:26.369,1:26.173,
22,19,8,6,2,1.0,10.0,56,1,2008,2,2,Finnish,Italian,11.0,2.0,1.0,11.0,3.0,1.0,1:35.645,1:34.188,1:36.230
23,19,9,2,4,2.0,8.0,56,1,2008,2,2,Polish,German,8.0,5.0,0.0,19.0,2.0,0.0,1:35.794,1:34.811,1:36.727
24,19,5,1,8,3.0,6.0,56,1,2008,2,2,Finnish,British,10.0,4.0,0.0,24.0,1.0,1.0,1:35.227,1:34.759,1:36.613
25,19,15,7,3,4.0,5.0,56,1,2008,2,2,Italian,Japanese,5.0,8.0,0.0,5.0,6.0,0.0,1:35.205,1:34.960,1:36.711
26,19,1,1,9,5.0,4.0,56,1,2008,2,2,British,British,14.0,1.0,1.0,24.0,1.0,1.0,1:35.392,1:34.627,1:36.709
27,19,2,2,5,6.0,3.0,56,1,2008,2,2,German,German,11.0,3.0,0.0,19.0,2.0,0.0,1:35.729,1:34.648,1:36.753
28,19,17,9,6,7.0,2.0,56,1,2008,2,2,Australian,Austrian,2.0,11.0,0.0,2.0,7.0,0.0,1:35.440,1:34.967,1:37.009
29,19,4,4,7,8.0,1.0,56,1,2008,2,2,Spanish,French,6.0,7.0,0.0,6.0,5.0,0.0,1:35.983,1:35.140,1:38.450
30,19,14,9,12,9.0,0.0,56,1,2008,2,2,British,Austrian,0.0,12.0,0.0,2.0,7.0,0.0,1:36.058,1:35.408,
31,19,18,11,11,10.0,0.0,56,1,2008,2,2,British,Japanese,0.0,13.0,0.0,0.0,9.0,0.0,1:35.847,1:35.208,
32,19,12,4,13,11.0,0.0,56,1,2008,2,2,Brazilian,French,0.0,14.0,0.0,6.0,5.0,0.0,1:36.074,1:35.562,
33,19,21,10,17,12.0,0.0,55,11,2008,2,2,Italian,Indian,0.0,15.0,0.0,0.0,10.0,0.0,1:36.240,,
34,19,22,11,14,13.0,0.0,55,11,2008,2,2,Brazilian,Japanese,0.0,16.0,0.0,0.0,9.0,0.0,1:36.198,1:35.622,
35,19,3,3,16,14.0,0.0,55,11,2008,2,2,German,British,6.0,6.0,0.0,9.0,4.0,0.0,1:35.843,1:35.670,
36,19,19,8,21,15.0,0.0,55,11,2008,2,2,British,Japanese,0.0,17.0,0.0,0.0,11.0,0.0,1:37.481,,
37,19,11,8,19,16.0,0.0,54,12,2008,2,2,Japanese,Japanese,0.0,18.0,0.0,0.0,11.0,0.0,1:37.087,,
38,19,6,3,22,17.0,0.0,54,12,2008,2,2,Japanese,British,3.0,9.0,0.0,9.0,4.0,0.0,1:36.388,,
39,19,20,5,15,,0.0,39,5,2008,2,2,German,Italian,,,,2.0,8.0,0.0,1:36.111,1:35.648,
40,19,13,6,1,,0.0,30,20,2008,2,2,Brazilian,Italian,,,,11.0,3.0,1.0,1:35.347,1:34.412,1:35.748
41,19,16,10,20,,0.0,5,9,2008,2,2,German,Indian,,,,0.0,10.0,0.0,1:37.101,,
42,19,10,7,10,,0.0,1,4,2008,2,2,German,Japanese,,,,5.0,6.0,0.0,1:35.891,1:35.000,1:39.656
43,19,7,5,18,,0.0,0,20,2008,2,2,French,Italian,2.0,10.0,0.0,2.0,8.0,0.0,1:36.677,,
44,20,13,6,2,1.0,10.0,57,1,2008,3,3,Brazilian,Italian,10.0,6.0,1.0,29.0,2.0,2.0,1:31.937,1:31.188,1:33.123
45,20,8,6,4,2.0,8.0,57,1,2008,3,3,Finnish,Italian,19.0,1.0,1.0,29.0,2.0,2.0,1:32.652,1:31.933,1:33.418
46,20,9,2,1,3.0,6.0,57,1,2008,3,3,Polish,German,14.0,4.0,0.0,30.0,1.0,0.0,1:32.893,1:31.745,1:33.096
47,20,2,2,6,4.0,5.0,57,1,2008,3,3,German,German,16.0,2.0,0.0,30.0,1.0,0.0,1:33.137,1:31.909,1:33.737
48,20,5,1,5,5.0,4.0,57,1,2008,3,3,Finnish,British,14.0,5.0,0.0,28.0,3.0,1.0,1:33.057,1:31.718,1:33.488
49,20,15,7,7,6.0,3.0,57,1,2008,3,3,Italian,Japanese,8.0,7.0,0.0,8.0,5.0,0.0,1:32.493,1:32.159,1:33.994
50,20,17,9,11,7.0,2.0,57,1,2008,3,3,Australian,Austrian,4.0,10.0,0.0,4.0,7.0,0.0,1:33.194,1:32.371,
51,20,3,3,8,8.0,1.0,57,1,2008,3,3,German,British,7.0,8.0,0.0,10.0,4.0,0.0,1:32.903,1:32.185,1:34.015
52,20,10,7,13,9.0,0.0,57,1,2008,3,3,German,Japanese,0.0,14.0,0.0,8.0,5.0,0.0,1:32.800,1:32.528,
53,20,4,4,10,10.0,0.0,57,1,2008,3,3,Spanish,French,6.0,9.0,0.0,6.0,6.0,0.0,1:32.947,1:32.345,1:35.115
54,20,22,11,12,11.0,0.0,57,1,2008,3,3,Brazilian,Japanese,0.0,16.0,0.0,0.0,9.0,0.0,1:32.944,1:32.508,
55,20,21,10,18,12.0,0.0,56,11,2008,3,3,Italian,Indian,0.0,18.0,0.0,0.0,10.0,0.0,1:33.501,,
56,20,1,1,3,13.0,0.0,56,11,2008,3,3,British,British,14.0,3.0,1.0,28.0,3.0,1.0,1:32.750,1:31.922,1:33.292
57,20,6,3,16,14.0,0.0,56,11,2008,3,3,Japanese,British,3.0,11.0,0.0,10.0,4.0,0.0,1:33.386,1:32.943,
58,20,7,5,15,15.0,0.0,56,11,2008,3,3,French,Italian,2.0,12.0,0.0,2.0,8.0,0.0,1:33.415,1:32.915,
59,20,19,8,21,16.0,0.0,56,11,2008,3,3,British,Japanese,0.0,19.0,0.0,0.0,11.0,0.0,1:34.140,,
60,20,11,8,22,17.0,0.0,56,11,2008,3,3,Japanese,Japanese,0.0,20.0,0.0,0.0,11.0,0.0,1:35.725,,
61,20,14,9,17,18.0,0.0,56,11,2008,3,3,British,Austrian,0.0,13.0,0.0,4.0,7.0,0.0,1:33.433,,
62,20,16,10,20,19.0,0.0,56,12,2008,3,3,German,Indian,0.0,21.0,0.0,0.0,10.0,0.0,1:33.845,,
63,20,12,4,14,,0.0,40,6,2008,3,3,Brazilian,French,0.0,17.0,0.0,6.0,6.0,0.0,1:32.975,1:32.790,
64,20,18,11,9,,0.0,19,4,2008,3,3,British,Japanese,0.0,15.0,0.0,0.0,9.0,0.0,1:32.793,1:32.362,1:35.057
65,20,20,5,19,,0.0,0,5,2008,3,3,German,Italian,,,,2.0,8.0,0.0,1:33.562,,
66,21,8,6,1,1.0,10.0,66,1,2008,4,4,Finnish,Italian,29.0,1.0,2.0,47.0,1.0,3.0,1:20.701,1:20.784,1:21.813
67,21,13,6,3,2.0,8.0,66,1,2008,4,4,Brazilian,Italian,18.0,4.0,1.0,47.0,1.0,3.0,1:21.528,1:20.584,1:22.058
68,21,1,1,5,3.0,6.0,66,1,2008,4,4,British,British,20.0,2.0,1.0,34.0,3.0,1.0,1:21.366,1:20.825,1:22.096
69,21,9,2,4,4.0,5.0,66,1,2008,4,4,Polish,German,19.0,3.0,0.0,35.0,2.0,0.0,1:21.423,1:20.597,1:22.065
70,21,17,9,7,5.0,4.0,66,1,2008,4,4,Australian,Austrian,8.0,8.0,0.0,8.0,6.0,0.0,1:21.494,1:20.984,1:22.429
71,21,18,11,13,6.0,3.0,66,1,2008,4,4,British,Japanese,3.0,12.0,0.0,3.0,8.0,0.0,1:21.757,1:21.211,
72,21,6,3,12,7.0,2.0,66,1,2008,4,4,Japanese,British,5.0,11.0,0.0,12.0,4.0,0.0,1:21.690,1:21.117,
73,21,15,7,8,8.0,1.0,66,1,2008,4,4,Italian,Japanese,9.0,7.0,0.0,9.0,5.0,0.0,1:21.158,1:20.907,1:22.529
74,21,2,2,9,9.0,0.0,66,1,2008,4,4,German,German,16.0,5.0,0.0,35.0,2.0,0.0,1:21.466,1:20.815,1:22.542
75,21,21,10,19,10.0,0.0,65,11,2008,4,4,Italian,Indian,0.0,16.0,0.0,0.0,10.0,0.0,1:22.516,,
76,21,10,7,14,11.0,0.0,65,11,2008,4,4,German,Japanese,0.0,14.0,0.0,9.0,5.0,0.0,1:21.427,1:21.230,
77,21,14,9,17,12.0,0.0,65,11,2008,4,4,British,Austrian,0.0,15.0,0.0,8.0,6.0,0.0,1:21.810,,
78,21,11,8,22,13.0,0.0,65,11,2008,4,4,Japanese,Japanese,0.0,19.0,0.0,0.0,11.0,0.0,1:23.496,,
79,21,3,3,15,,0.0,41,5,2008,4,4,German,British,7.0,9.0,0.0,12.0,4.0,0.0,1:21.472,1:21.349,
80,21,4,4,2,,0.0,34,5,2008,4,4,Spanish,French,6.0,10.0,0.0,6.0,7.0,0.0,1:21.347,1:20.804,1:21.904
81,21,22,11,11,,0.0,34,4,2008,4,4,Brazilian,Japanese,0.0,17.0,0.0,3.0,8.0,0.0,1:21.548,1:21.049,
82,21,5,1,6,,0.0,21,3,2008,4,4,Finnish,British,14.0,6.0,0.0,34.0,3.0,1.0,1:21.430,1:20.817,1:22.231
83,21,19,8,21,,0.0,8,21,2008,4,4,British,Japanese,0.0,20.0,0.0,0.0,11.0,0.0,1:23.318,,
84,21,7,5,16,,0.0,7,4,2008,4,4,French,Italian,2.0,13.0,0.0,2.0,9.0,0.0,1:21.540,1:21.724,
85,21,12,4,10,,0.0,6,4,2008,4,4,Brazilian,French,0.0,18.0,0.0,6.0,7.0,0.0,1:21.409,1:20.894,1:22.699
86,21,16,10,20,,0.0,0,4,2008,4,4,German,Indian,0.0,21.0,0.0,0.0,10.0,0.0,1:23.224,,
87,21,20,5,18,,0.0,0,4,2008,4,4,German,Italian,,,,2.0,9.0,0.0,1:22.108,,
88,22,13,6,1,1.0,10.0,58,1,2008,5,5,Brazilian,Italian,28.0,2.0,2.0,63.0,1.0,4.0,1:25.994,1:26.192,1:27.617
89,22,1,1,3,2.0,8.0,58,1,2008,5,5,British,British,28.0,3.0,1.0,42.0,3.0,1.0,1:26.192,1:26.477,1:27.923
90,22,8,6,4,3.0,6.0,58,1,2008,5,5,Finnish,Italian,35.0,1.0,2.0,63.0,1.0,4.0,1:26.457,1:26.050,1:27.936
91,22,9,2,5,4.0,5.0,58,1,2008,5,5,Polish,German,24.0,4.0,0.0,44.0,2.0,0.0,1:26.761,1:26.129,1:28.390
92,22,2,2,9,5.0,4.0,58,1,2008,5,5,German,German,20.0,5.0,0.0,44.0,2.0,0.0,1:27.107,1:27.607,1:28.882
93,22,4,4,7,6.0,3.0,58,1,2008,5,5,Spanish,French,9.0,8.0,0.0,9.0,7.0,0.0,1:26.836,1:26.522,1:28.422
94,22,17,9,6,7.0,2.0,58,1,2008,5,5,Australian,Austrian,10.0,7.0,0.0,10.0,5.0,0.0,1:26.773,1:26.466,1:28.417
95,22,3,3,11,8.0,1.0,58,1,2008,5,5,German,British,8.0,10.0,0.0,13.0,4.0,0.0,1:27.367,1:27.012,
96,22,14,9,10,9.0,0.0,58,1,2008,5,5,British,Austrian,0.0,14.0,0.0,10.0,5.0,0.0,1:26.939,1:26.520,1:29.959
97,22,15,7,8,10.0,0.0,58,1,2008,5,5,Italian,Japanese,9.0,9.0,0.0,9.0,6.0,0.0,1:26.695,1:26.822,1:28.836
98,22,18,11,13,11.0,0.0,57,11,2008,5,5,British,Japanese,3.0,12.0,0.0,3.0,8.0,0.0,1:27.428,1:27.298,
99,22,5,1,2,12.0,0.0,57,11,2008,5,5,Finnish,British,14.0,6.0,0.0,42.0,3.0,1.0,1:26.736,1:26.290,1:27.808
100,22,10,7,15,13.0,0.0,57,11,2008,5,5,German,Japanese,0.0,15.0,0.0,9.0,6.0,0.0,1:26.614,1:27.806,
101,22,22,11,12,14.0,0.0,57,11,2008,5,5,Brazilian,Japanese,0.0,17.0,0.0,3.0,8.0,0.0,1:27.355,1:27.219,
102,22,12,4,17,15.0,0.0,57,11,2008,5,5,Brazilian,French,0.0,18.0,0.0,9.0,7.0,0.0,1:27.568,,
103,22,16,10,19,16.0,0.0,57,11,2008,5,5,German,Indian,0.0,21.0,0.0,0.0,10.0,0.0,1:28.325,,
104,22,20,5,14,17.0,0.0,57,11,2008,5,5,German,Italian,0.0,22.0,0.0,2.0,9.0,0.0,1:27.442,1:27.412,
105,22,7,5,18,,0.0,24,22,2008,5,5,French,Italian,2.0,13.0,0.0,2.0,9.0,0.0,1:27.621,,
106,22,6,3,16,,0.0,1,4,2008,5,5,Japanese,British,5.0,11.0,0.0,13.0,4.0,0.0,1:27.547,,
107,22,21,10,20,,0.0,0,4,2008,5,5,Italian,Indian,0.0,16.0,0.0,0.0,10.0,0.0,1:27.807,,
108,23,1,1,3,1.0,10.0,76,1,2008,6,6,British,British,38.0,1.0,2.0,53.0,2.0,2.0,1:15.582,1:15.322,1:15.839
109,23,9,2,5,2.0,8.0,76,1,2008,6,6,Polish,German,32.0,4.0,0.0,52.0,3.0,0.0,1:15.977,1:15.483,1:16.171
110,23,13,6,1,3.0,6.0,76,1,2008,6,6,Brazilian,Italian,34.0,3.0,2.0,69.0,1.0,4.0,1:15.190,1:15.110,1:15.787
111,23,17,9,9,4.0,5.0,76,1,2008,6,6,Australian,Austrian,15.0,7.0,0.0,15.0,5.0,0.0,1:16.074,1:15.745,1:17.343
112,23,20,5,19,5.0,4.0,76,1,2008,6,6,German,Italian,4.0,12.0,0.0,6.0,8.0,0.0,1:16.955,,
113,23,22,11,14,6.0,3.0,76,1,2008,6,6,Brazilian,Japanese,3.0,14.0,0.0,6.0,9.0,0.0,1:16.208,1:16.537,
114,23,6,3,13,7.0,2.0,76,1,2008,6,6,Japanese,British,7.0,11.0,0.0,15.0,4.0,0.0,1:16.756,1:16.479,
115,23,5,1,4,8.0,1.0,76,1,2008,6,6,Finnish,British,15.0,6.0,0.0,53.0,2.0,2.0,1:15.295,1:15.389,1:16.165
116,23,8,6,2,9.0,0.0,76,1,2008,6,6,Finnish,Italian,35.0,2.0,2.0,69.0,1.0,4.0,1:15.717,1:15.404,1:15.815
117,23,4,4,7,10.0,0.0,75,11,2008,6,6,Spanish,French,9.0,8.0,0.0,9.0,7.0,0.0,1:16.646,1:15.827,1:16.852
118,23,18,11,11,11.0,0.0,75,11,2008,6,6,British,Japanese,3.0,13.0,0.0,6.0,9.0,0.0,1:16.259,1:16.101,
119,23,10,7,10,12.0,0.0,75,11,2008,6,6,German,Japanese,0.0,17.0,0.0,9.0,6.0,0.0,1:16.285,1:15.907,
120,23,15,7,8,13.0,0.0,75,11,2008,6,6,Italian,Japanese,9.0,9.0,0.0,9.0,6.0,0.0,1:16.306,1:15.598,1:17.203
121,23,2,2,12,14.0,0.0,72,14,2008,6,6,German,German,20.0,5.0,0.0,52.0,3.0,0.0,1:16.650,1:16.455,
122,23,16,10,18,,0.0,67,4,2008,6,6,German,Indian,0.0,22.0,0.0,0.0,10.0,0.0,1:17.225,,
123,23,3,3,6,,0.0,59,3,2008,6,6,German,British,8.0,10.0,0.0,15.0,4.0,0.0,1:15.935,1:15.287,1:16.548
124,23,12,4,17,,0.0,47,3,2008,6,6,Brazilian,French,0.0,19.0,0.0,9.0,7.0,0.0,1:16.933,,
125,23,21,10,20,,0.0,36,6,2008,6,6,Italian,Indian,0.0,18.0,0.0,0.0,10.0,0.0,1:17.823,,
126,23,14,9,15,,0.0,7,3,2008,6,6,British,Austrian,0.0,16.0,0.0,15.0,5.0,0.0,1:16.086,1:15.839,
127,23,7,5,16,,0.0,7,4,2008,6,6,French,Italian,2.0,15.0,0.0,6.0,8.0,0.0,1:16.806,,
128,24,9,2,2,1.0,10.0,70,1,2008,7,7,Polish,German,42.0,1.0,1.0,70.0,2.0,1.0,1:17.471,1:17.679,1:18.498
129,24,2,2,8,2.0,8.0,70,1,2008,7,7,German,German,28.0,5.0,0.0,70.0,2.0,1.0,1:18.082,1:17.781,1:19.633
130,24,14,9,13,3.0,6.0,70,1,2008,7,7,British,Austrian,6.0,12.0,0.0,21.0,4.0,0.0,1:18.168,1:18.238,
131,24,10,7,11,4.0,5.0,70,1,2008,7,7,German,Japanese,5.0,13.0,0.0,17.0,5.0,0.0,1:18.321,1:18.031,
132,24,13,6,6,5.0,4.0,70,1,2008,7,7,Brazilian,Italian,38.0,3.0,2.0,73.0,1.0,4.0,1:17.231,1:17.353,1:19.048
133,24,15,7,14,6.0,3.0,70,1,2008,7,7,Italian,Japanese,12.0,8.0,0.0,17.0,5.0,0.0,1:18.039,1:18.327,
134,24,22,11,9,7.0,2.0,70,1,2008,7,7,Brazilian,Japanese,5.0,15.0,0.0,8.0,8.0,0.0,1:18.256,1:18.020,1:20.848
135,24,20,5,19,8.0,1.0,70,1,2008,7,7,German,Italian,5.0,14.0,0.0,7.0,9.0,0.0,,,
136,24,5,1,7,9.0,0.0,70,1,2008,7,7,Finnish,British,15.0,6.0,0.0,53.0,3.0,2.0,1:17.287,1:17.684,1:19.089
137,24,3,3,5,10.0,0.0,70,1,2008,7,7,German,British,8.0,10.0,0.0,15.0,6.0,0.0,1:17.991,1:17.891,1:18.844
138,24,18,11,20,11.0,0.0,70,1,2008,7,7,British,Japanese,3.0,16.0,0.0,8.0,8.0,0.0,1:23.565,,
139,24,17,9,10,12.0,0.0,70,1,2008,7,7,Australian,Austrian,15.0,7.0,0.0,21.0,4.0,0.0,1:17.582,1:17.523,
140,24,7,5,18,13.0,0.0,69,11,2008,7,7,French,Italian,2.0,17.0,0.0,7.0,9.0,0.0,1:18.916,,
141,24,21,10,17,,0.0,51,20,2008,7,7,Italian,Indian,0.0,18.0,0.0,0.0,10.0,0.0,1:19.165,,
142,24,6,3,12,,0.0,46,3,2008,7,7,Japanese,British,7.0,11.0,0.0,15.0,6.0,0.0,1:17.638,1:18.062,
143,24,4,4,4,,0.0,44,20,2008,7,7,Spanish,French,9.0,9.0,0.0,9.0,7.0,0.0,1:17.415,1:17.488,1:18.746
144,24,12,4,15,,0.0,43,23,2008,7,7,Brazilian,French,0.0,19.0,0.0,9.0,7.0,0.0,1:18.505,1:18.393,
145,24,8,6,3,,0.0,19,4,2008,7,7,Finnish,Italian,35.0,4.0,2.0,73.0,1.0,4.0,1:17.301,1:17.364,1:18.735
146,24,1,1,1,,0.0,19,4,2008,7,7,British,British,38.0,2.0,2.0,53.0,3.0,2.0,1:16.909,1:17.034,1:17.886
147,24,16,10,16,,0.0,13,6,2008,7,7,German,Indian,0.0,22.0,0.0,0.0,10.0,0.0,1:19.108,,
148,25,13,6,2,1.0,10.0,70,1,2008,8,8,Brazilian,Italian,48.0,1.0,3.0,91.0,1.0,5.0,1:15.024,1:15.041,1:16.490
149,25,8,6,1,2.0,8.0,70,1,2008,8,8,Finnish,Italian,43.0,3.0,2.0,91.0,1.0,5.0,1:15.133,1:15.161,1:16.449
150,25,15,7,4,3.0,6.0,70,1,2008,8,8,Italian,Japanese,18.0,7.0,0.0,23.0,5.0,0.0,1:15.521,1:15.362,1:16.920
151,25,5,1,10,4.0,5.0,70,1,2008,8,8,Finnish,British,20.0,6.0,0.0,58.0,3.0,2.0,1:15.965,1:15.639,1:16.944
152,25,9,2,5,5.0,4.0,70,1,2008,8,8,Polish,German,46.0,2.0,1.0,74.0,2.0,1.0,1:15.687,1:15.723,1:17.037
153,25,17,9,6,6.0,3.0,70,1,2008,8,8,Australian,Austrian,18.0,8.0,0.0,24.0,4.0,0.0,1:16.020,1:15.488,1:17.233
154,25,12,4,9,7.0,2.0,70,1,2008,8,8,Brazilian,French,2.0,17.0,0.0,12.0,7.0,0.0,1:15.848,1:15.770,
155,25,4,4,3,8.0,1.0,70,1,2008,8,8,Spanish,French,10.0,9.0,0.0,12.0,7.0,0.0,1:15.754,1:15.483,1:16.840
156,25,14,9,7,9.0,0.0,70,1,2008,8,8,British,Austrian,6.0,12.0,0.0,24.0,4.0,0.0,1:15.802,1:15.654,1:17.426
157,25,1,1,13,10.0,0.0,70,1,2008,8,8,British,British,38.0,4.0,2.0,58.0,3.0,2.0,1:15.634,1:15.293,1:16.693
158,25,10,7,8,11.0,0.0,70,1,2008,8,8,German,Japanese,5.0,13.0,0.0,23.0,5.0,0.0,1:15.727,1:15.558,1:17.596
159,25,20,5,12,12.0,0.0,70,1,2008,8,8,German,Italian,5.0,14.0,0.0,7.0,9.0,0.0,1:15.918,1:15.816,
160,25,2,2,11,13.0,0.0,70,1,2008,8,8,German,German,28.0,5.0,0.0,74.0,2.0,1.0,1:16.006,1:15.786,
161,25,22,11,20,14.0,0.0,69,11,2008,8,8,Brazilian,Japanese,5.0,15.0,0.0,8.0,8.0,0.0,1:16.330,,
162,25,6,3,15,15.0,0.0,69,11,2008,8,8,Japanese,British,7.0,11.0,0.0,15.0,6.0,0.0,1:16.243,,
163,25,3,3,19,16.0,0.0,69,11,2008,8,8,German,British,8.0,10.0,0.0,15.0,6.0,0.0,1:16.085,1:16.235,
164,25,7,5,14,17.0,0.0,69,11,2008,8,8,French,Italian,2.0,18.0,0.0,7.0,9.0,0.0,1:16.072,1:16.045,
165,25,21,10,17,18.0,0.0,69,11,2008,8,8,Italian,Indian,0.0,19.0,0.0,0.0,10.0,0.0,1:16.971,,
166,25,16,10,18,19.0,0.0,69,11,2008,8,8,German,Indian,0.0,22.0,0.0,0.0,10.0,0.0,1:17.053,,
167,25,18,11,16,,0.0,16,4,2008,8,8,British,Japanese,3.0,16.0,0.0,8.0,8.0,0.0,1:16.306,,
168,26,1,1,4,1.0,10.0,60,1,2008,9,9,British,British,48.0,1.0,3.0,72.0,3.0,3.0,1:20.288,1:19.537,1:21.835
169,26,2,2,5,2.0,8.0,60,1,2008,9,9,German,German,36.0,5.0,0.0,82.0,2.0,1.0,1:21.022,1:19.802,1:21.873
170,26,22,11,16,3.0,6.0,60,1,2008,9,9,Brazilian,Japanese,11.0,10.0,0.0,14.0,8.0,0.0,1:21.512,,
171,26,8,6,3,4.0,5.0,59,11,2008,9,9,Finnish,Italian,48.0,3.0,2.0,96.0,1.0,5.0,1:20.370,1:19.971,1:21.706
172,26,5,1,1,5.0,4.0,59,11,2008,9,9,Finnish,British,24.0,6.0,0.0,72.0,3.0,3.0,1:19.957,1:19.597,1:21.049
173,26,4,4,6,6.0,3.0,59,11,2008,9,9,Spanish,French,13.0,9.0,0.0,15.0,7.0,0.0,1:20.998,1:19.992,1:22.029
174,26,15,7,14,7.0,2.0,59,11,2008,9,9,Italian,Japanese,20.0,7.0,0.0,25.0,4.0,0.0,1:21.145,1:20.601,
175,26,6,3,15,8.0,1.0,59,11,2008,9,9,Japanese,British,8.0,12.0,0.0,16.0,6.0,0.0,1:21.407,1:21.112,
176,26,3,3,20,9.0,0.0,59,11,2008,9,9,German,British,8.0,11.0,0.0,16.0,6.0,0.0,1:21.668,,
177,26,17,9,2,10.0,0.0,59,11,2008,9,9,Australian,Austrian,18.0,8.0,0.0,24.0,5.0,0.0,1:20.982,1:19.710,1:21.554
178,26,7,5,13,11.0,0.0,59,11,2008,9,9,French,Italian,2.0,17.0,0.0,7.0,9.0,0.0,1:20.584,1:20.531,
179,26,10,7,12,12.0,0.0,59,11,2008,9,9,German,Japanese,5.0,14.0,0.0,25.0,4.0,0.0,1:20.893,1:20.274,
180,26,13,6,9,13.0,0.0,58,12,2008,9,9,Brazilian,Italian,48.0,2.0,3.0,96.0,1.0,5.0,1:20.676,1:20.086,1:23.305
181,26,9,2,10,,0.0,39,20,2008,9,9,Polish,German,46.0,4.0,1.0,82.0,2.0,1.0,1:20.444,1:19.788,
182,26,18,11,17,,0.0,38,20,2008,9,9,British,Japanese,3.0,16.0,0.0,14.0,8.0,0.0,1:21.631,,
183,26,12,4,7,,0.0,35,20,2008,9,9,Brazilian,French,2.0,18.0,0.0,15.0,7.0,0.0,1:20.818,1:20.115,1:22.491
184,26,21,10,19,,0.0,16,20,2008,9,9,Italian,Indian,0.0,19.0,0.0,0.0,10.0,0.0,1:21.885,,
185,26,16,10,18,,0.0,10,20,2008,9,9,German,Indian,0.0,22.0,0.0,0.0,10.0,0.0,1:21.786,,
186,26,20,5,8,,0.0,0,4,2008,9,9,German,Italian,5.0,15.0,0.0,7.0,9.0,0.0,1:20.318,1:20.109,1:23.251
187,26,14,9,11,,0.0,0,4,2008,9,9,British,Austrian,6.0,13.0,0.0,24.0,5.0,0.0,1:21.224,1:20.174,
188,27,1,1,1,1.0,10.0,67,1,2008,10,10,British,British,58.0,1.0,4.0,86.0,3.0,4.0,1:15.218,1:14.603,1:15.666
189,27,12,4,17,2.0,8.0,67,1,2008,10,10,Brazilian,French,10.0,11.0,0.0,23.0,6.0,0.0,1:16.189,,
190,27,13,6,2,3.0,6.0,67,1,2008,10,10,Brazilian,Italian,54.0,2.0,3.0,105.0,1.0,5.0,1:14.921,1:14.747,1:15.859
